FOLIO,UNIDAD,TRIM,REG_MUE,SEXO,EDAD,LOCALI,MUN_NAC,PAI_NAC,VIE_UD,VIVE,RAZON,TRABAJA,NUM_PER,P1,P1_1,P1_2,P1_3,P2_GRA,P2_NIV,P3,P4,P4_1,P5,P5_1,P5_1_1,P6_PAI,P6_EST,P6_MUN,P6_LOC,P7C,P7T,P8,P8_1,P8_2,P8_3,P8_4C,P8_4D,P8_4U,P8_4T,P8_5,P8_6,P8_7,P8_8,P8_8_1,P8_9,P8_9_1,P8_10,P8_11,P8_11_1C,P8_11_1T,P8_12M,P8_12A,P8_13C,P8_13D,P8_13U,P8_13T,P8_14,P8_15,P8_16,P8_17,P9,P9_1,P9_1_1C,P9_1_1T,P9_1_2E,P9_1_2M,P9_1_2L,P10,P10_1,P10_2C,P10_2T,P10_2_1,P10_211C,P10_211U,P10_211T,P10_212,P10_213,P10_214,P10_215,P10_216C,P10_216U,P102161C,P102161U,P1021611,P10_217,P10_218,P11C,P11T,P11_1,P11_2,P11_2_1,P12C,P12U,P12_1,P13,P13_1,P13_2,P13_2_1,P13_3,P13_3_1C,P13_3_1E,P13_4C,P13_4T,P13_5,P13_6,P14,P14_1,P14_2,P15,P16,P16_1C,P16_1T,P17,P17_1C,P17_1U,P18,P19,P20C,P20T,P20_1C,P20_1E,P20_2,P20_2_1,P20_2_2,P20_3,P20_3_1,P20_3_2C,P20_3_2T,P20_3_3C,P20_3_3T,P20_3_4,P20_3_5,P20_3_6C,P20_3_6D,P20_3_6T,P20_3_7,P20_3_8,P20_3_9,P20_3_10,P20_3101,P20_3_11,P20_311A,P20_311B,P20_311C,P20_311D,P20_311E,P20_311F,P20_311G,P20_311H,P20_311I,P20_311J,P20_311K,P20_311L,P20_3_12,P20_3_13,P20_3131,P2031311,P20_3_14,P20_3_15,P20_3_16,P21,N8_5,N8_6,N8_14,N8_15,N10_212,N10_213,N20_3_7,N20_3_8,X8_5,X8_14,X10_212,X20_3_7,PONDERAD
2932,59306,1,4,1,20,1,91,14,1,2,7,2,41,2,2,0,1,2,3,2,1,0,4,1,1,1,14,91,2,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,93,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,200,2,1,1,1,1,2,1,11,45,4,3,2,2,5,89,2,93,10,1,2,2,0,0,2,2,15,2,11,45,1,1,1,1,2,15,1,13,1,12,7,6,0,1,11,4,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1000,0,0,0,0,0,2,0,0,0,0,0,0,11,3,0,0,0,6,743.74
2944,99306,1,4,2,36,2,12,25,25,2,3,2,9,2,1,0,1,3,3,2,2,1,5,2,2,1,25,12,2,0,4,1,0,12,7,0,0,0,0,16,6,7,5,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,3,0,0,0,16.16
2945,99306,1,4,1,25,2,32,8,8,2,3,2,1,2,2,0,0,3,3,1,1,0,5,3,3,1,8,32,2,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,93,200000,0,1,3,13,3,7,1,1,0,0,0,0,0,0,2,92,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,8,0,0,0,80000,1,2,2,0,0,0,0,0,0,0,0,0,0,11,82,2,92,10,2,2,2,0,0,1,1,5,4,21,45,1,1,1,1,1,4,3,4,3,8,5,7,0,1,10,5,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,800,0,0,0,0,0,2,0,0,13,2,0,0,10,4,0,4,0,6,34.63
2946,99306,1,4,1,18,2,56,32,32,2,5,0,29,1,0,0,0,6,2,1,2,2,6,6,6,1,10,31,1,0,4,1,0,8,5,0,0,0,0,7,5,1,3,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,93,4,3,1,145000,1,3,10,3,4,1,580000,1,0,0,0,0,0,4,4,3,1,4,120000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,10,2,0,0,5,0,6,0,31.1
2947,99306,1,4,1,23,2,32,8,8,2,2,2,20,1,0,0,0,3,3,1,2,2,8,4,4,1,8,32,2,0,4,1,0,8,6,150000,0,1,3,10,3,4,1,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,92,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,75000,1,2,1,1,2,3,1,58,48,0,5,1,1,11,84,2,93,10,1,1,2,0,0,1,1,4,4,58,48,1,1,1,1,1,4,3,4,3,8,6,200,0,3,7,5,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,1,4,1000,500,1,3,4,6,2,10,2,0,0,0,0,7,4,6,0,0,5,43.29
2948,99306,1,4,1,22,1,7,8,8,2,3,2,2,2,1,0,0,6,2,1,2,2,5,3,3,1,8,7,1,0,4,1,0,8,6,0,0,0,0,7,5,1,3,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,93,2,3,1,80000,1,3,18,6,11,1,320000,1,0,0,0,0,0,1,3,2,2,0,100000,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,90,10,3,2,2,0,0,2,2,8,4,35,6,1,1,1,1,1,7,3,7,3,8,5,6,0,1,10,5,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,700,500,1,2,5,3,4,7,4,0,0,18,4,10,4,5,0,4,6,7.7
2949,99306,1,4,1,22,2,17,8,8,2,5,0,11,2,1,0,1,6,2,1,1,0,7,7,7,1,8,17,2,0,4,1,0,10,6,26000,0,1,2,7,5,1,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,1,99,50000,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,5,0,0,0,42.33
2950,99306,1,4,1,27,1,6,10,5,2,7,2,53,1,0,0,0,2,3,2,1,0,4,1,1,1,10,6,1,0,4,1,0,5,4,0,0,0,0,6,3,1,5,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,93,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,0,100000,1,2,1,1,2,4,1,21,45,4,3,1,1,4,88,1,93,10,8,2,2,0,0,1,1,15,2,21,45,2,0,0,1,1,15,1,15,1,12,6,400,0,3,10,5,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,800,0,0,0,0,0,1,6,2,0,0,0,0,10,4,5,0,0,6,92.35
2951,99306,1,4,1,33,2,11,8,8,2,5,0,52,1,0,0,0,5,2,2,1,0,4,0,0,1,8,11,2,0,4,1,0,8,5,250000,0,1,3,11,5,5,2,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,8,0,0,0,70000,1,2,2,0,0,0,0,0,0,0,0,0,0,5,82,2,85,10,1,2,2,0,0,2,2,7,2,21,45,1,2,1,1,1,7,1,7,1,10,6,120000,0,3,7,5,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,120,0,0,0,0,0,6,11,4,0,0,0,0,7,4,6,0,0,5,152
2953,99306,1,4,1,21,2,32,8,8,2,7,2,9,1,0,0,0,3,3,1,1,0,7,4,4,1,8,32,2,0,4,1,0,8,5,0,0,0,0,7,5,1,3,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,93,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1000,3,2,1,1,1,2,1,12,45,2,4,1,2,2,87,1,91,10,8,2,2,0,0,1,2,2,5,12,45,1,1,1,1,1,2,4,2,4,12,6,6,0,1,18,5,11,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,4,150,750,2,2,9,3,5,7,4,0,0,0,0,18,4,5,0,0,4,41.05
3006,159306,1,4,1,18,2,5,10,8,2,5,0,9,1,0,0,0,6,2,1,2,2,10,5,4,1,8,35,2,8,3,1,0,8,6,150000,0,1,3,7,6,1,1,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,99,70000,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,5,0,0,0,85.43
3008,159306,1,4,1,16,1,24,10,10,2,4,2,1,1,0,0,0,6,2,1,2,2,5,3,3,1,10,12,2,11,3,1,0,8,5,120000,0,1,3,11,5,5,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,2,0,110000,1,2,1,1,2,2,1,28,32,1,4,2,2,1,0,0,93,15,1,3,2,0,0,2,2,2,4,21,45,2,0,0,1,1,2,2,2,3,8,3,3,0,1,7,6,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,144,0,0,0,0,0,2,11,4,0,0,0,0,7,4,6,0,0,5,17.32
3007,159306,1,4,1,21,1,36,10,5,2,7,2,16,2,2,0,0,1,3,1,2,2,7,5,5,1,10,36,1,0,4,1,0,8,5,0,0,0,0,6,3,1,3,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,150000,1,2,1,1,2,2,1,13,45,1,4,1,1,11,82,2,91,15,2,1,2,0,0,1,1,2,5,13,45,1,2,1,1,2,18,3,1,4,8,6,210,0,3,18,5,11,1,2,1,1,2,2,2,1,1,2,2,2,1,1,1,4,840,0,0,0,0,0,2,6,2,0,0,0,0,18,4,5,0,0,4,45.21
2955,119306,1,4,1,36,2,19,8,8,2,7,2,14,1,0,0,0,6,2,2,1,0,5,2,2,2,17,41,9,8,3,2,1,8,2,320,0,3,3,11,3,5,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,50,2,1,1,1,3,0,1,41,17,2,3,1,1,4,85,2,89,10,1,1,2,0,0,1,1,3,5,41,17,1,2,1,1,2,31,3,18,3,8,5,230,0,3,11,3,5,1,2,1,2,1,1,1,2,2,2,2,1,1,1,1,4,920,200,1,2,23,6,5,11,2,0,0,0,0,11,2,6,0,0,6,138.53
2964,119306,1,4,1,33,1,22,8,8,2,8,2,42,2,4,0,0,6,2,2,1,0,4,0,0,1,8,22,1,0,4,1,0,8,2,25,0,2,2,7,6,1,2,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,70000,1,1,1,1,2,4,1,11,45,6,3,2,2,2,79,2,79,1,2,5,1,300,3,2,2,2,5,1,5,1,1,1,1,1,18,3,18,3,8,5,180,0,3,16,4,7,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,720,500,3,2,36,6,4,7,4,0,0,0,0,16,3,5,0,0,3,129.55
2954,119306,1,4,1,23,2,15,11,8,2,7,2,30,2,1,0,1,6,2,2,1,0,3,2,2,1,11,15,2,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,93,0,0,0,0,7,1,1,3,1,0,0,0,0,0,0,2,93,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0,200,2,2,1,1,2,3,1,37,6,7,3,2,2,8,85,2,91,10,3,2,2,0,0,2,2,8,4,37,6,1,1,1,1,1,8,3,8,3,14,5,3,75,1,7,5,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,4,1400,0,0,0,0,0,5,0,0,7,1,0,0,7,4,0,5,0,5,196.25
3015,179306,1,4,1,21,2,35,5,5,2,7,2,23,2,4,0,0,5,2,1,2,2,4,3,3,1,5,35,2,0,4,1,0,8,6,120,0,2,3,16,6,7,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,92,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,80,2,2,1,1,2,3,1,28,32,4,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,3,0,0,0,314.43
3018,179306,1,4,1,22,2,20,11,11,2,7,2,13,1,0,0,0,1,3,1,2,2,7,7,7,1,11,20,2,0,4,1,0,8,6,130,0,2,3,16,6,7,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,93,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,0,200,2,2,1,1,2,3,2,0,0,6,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,3,0,0,0,211.64
3016,179306,1,4,1,29,1,25,8,8,2,6,0,30,1,0,0,0,1,3,2,1,0,5,2,2,1,8,25,1,7,3,1,0,10,4,120,0,2,3,11,5,5,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,93,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,4,100,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,6,0,0,0,142.1
3029,179306,1,4,1,37,1,52,32,32,2,3,2,18,1,0,0,0,3,2,2,1,0,7,2,2,1,32,52,1,0,4,1,0,12,6,150,0,2,3,7,3,1,2,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,2,0,80,2,2,1,1,2,3,2,0,0,0,5,2,2,4,84,2,88,9,2,3,2,0,0,2,2,3,2,31,32,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,2,0,0,0,0,0,0,5,0,0,0,272.86
3032,179306,1,4,1,27,1,26,10,10,2,5,0,71,2,1,0,1,0,1,2,1,0,4,1,1,1,10,26,1,0,4,2,1,8,5,200,0,2,3,12,6,5,1,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,5,400,2,2,2,0,0,0,0,0,0,0,0,0,0,4,85,2,93,1,2,2,2,0,0,2,1,4,4,10,5,1,2,1,1,1,4,3,4,3,8,3,15,0,1,7,6,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,500,200,1,5,1,6,5,12,4,0,0,0,0,7,4,6,0,0,5,282.69
3033,179306,1,4,1,31,1,35,5,5,2,5,0,45,1,0,0,0,3,4,2,1,0,3,2,2,1,5,35,2,6,2,1,0,12,5,100,0,2,2,18,6,15,2,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,92,7,3,1,100,2,2,18,3,15,5,2000,2,1500,2,4,3,25,0,6,3,1,2,110,2,2,2,0,0,0,0,0,0,0,0,0,0,3,79,2,81,25,1,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,4,0,0,18,2,0,0,4,0,4,0,306.88
3031,179306,1,4,1,20,1,97,30,15,2,5,0,32,1,0,0,0,3,3,1,2,2,8,3,3,1,30,97,1,0,4,1,0,8,6,150,0,2,3,12,6,5,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,1,2,300,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,6,0,0,0,258.5
3030,179306,1,4,1,17,1,38,10,10,2,5,0,35,2,2,0,1,6,2,1,2,2,4,4,4,1,10,38,1,0,4,1,0,5,6,15,0,2,2,7,6,1,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,92,1,4,1,150,2,3,11,6,4,1,600,2,0,0,0,0,0,6,4,3,1,4,300,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,11,4,0,0,5,0,6,0,272.11
2962,119306,1,4,1,42,1,32,10,10,2,7,2,94,1,0,0,0,0,1,2,1,0,5,1,1,1,10,32,1,0,4,1,0,4,3,20,0,2,2,6,3,1,5,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,92,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,100,2,2,1,1,1,3,1,35,6,0,5,1,1,11,78,2,92,10,2,1,2,0,0,1,1,8,4,1,5,1,2,1,1,1,3,3,3,3,8,5,6,0,1,11,5,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,600,500,2,2,6,6,4,6,2,0,0,0,0,11,4,5,0,0,6,542.57
2961,119306,1,4,1,33,1,35,8,8,2,7,2,70,1,0,0,0,6,2,2,1,0,2,1,1,1,8,19,2,10,3,1,0,8,2,200,0,2,3,11,5,5,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,92,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,0,100,2,2,1,1,2,4,1,12,45,1,4,1,1,11,80,2,91,10,1,2,2,0,0,1,1,1,5,12,45,1,2,1,1,1,1,4,1,4,8,5,8,0,1,11,5,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1200,0,0,0,0,0,2,11,4,0,0,0,0,11,4,6,0,0,6,303.99
2960,119306,1,4,1,32,1,19,8,8,2,7,2,59,1,0,0,0,6,2,2,1,0,3,1,1,1,8,19,2,7,3,1,0,8,6,50,0,2,2,11,5,5,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,92,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,50,2,1,1,1,2,3,1,48,10,0,5,1,1,4,80,2,87,10,3,2,2,0,0,2,2,5,5,48,10,1,1,1,1,3,5,4,3,4,8,5,250,0,3,7,6,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,4,1000,100,1,2,12,6,2,11,4,0,0,0,0,7,4,6,0,0,5,401.15
2959,119306,1,4,1,35,2,35,5,5,2,7,2,82,1,0,0,0,3,4,2,1,0,6,3,3,1,5,35,2,0,4,2,1,12,5,7,0,3,1,18,5,11,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,93,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,120,2,2,1,1,1,2,1,33,29,3,6,1,1,11,75,2,93,10,1,2,2,0,0,1,1,3,4,33,29,1,2,1,1,1,3,3,3,3,12,5,7,0,1,18,5,11,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,3,1200,200,2,2,2,6,5,18,4,0,0,0,0,18,4,4,0,0,4,550.26
2958,119306,1,4,1,31,1,22,8,8,2,7,2,40,2,3,0,0,6,2,2,1,0,4,1,1,1,8,22,1,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,93,180,0,2,3,11,6,3,1,1,0,0,0,0,0,0,2,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,2,0,60,2,2,1,1,2,2,2,0,0,0,5,2,2,3,77,2,79,10,1,2,1,250,3,2,2,10,4,11,45,1,1,1,1,1,10,3,10,3,8,6,190,0,3,16,6,11,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,760,200,1,2,4,6,2,0,0,11,4,0,0,18,4,0,6,0,4,461.76
2957,119306,1,4,1,32,2,5,10,10,2,5,0,77,2,1,0,0,3,2,1,2,4,6,2,2,1,10,39,1,3,3,1,0,5,6,25,0,2,2,12,5,3,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,92,3,3,1,150000,1,3,11,5,5,1,600000,1,300000,1,1,4,2,2,4,3,1,4,150,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,11,4,0,0,6,0,6,0,307.84
2956,119306,1,4,1,18,1,5,10,10,2,7,2,14,1,0,0,0,6,2,1,2,4,4,1,1,1,10,5,2,11,3,1,0,8,6,0,0,0,0,7,5,1,3,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,110,2,2,1,1,2,3,1,3,5,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,5,0,0,0,106.78
2987,149306,1,4,1,26,1,5,9,8,2,3,2,5,1,0,0,0,2,4,1,2,2,6,3,3,1,9,5,2,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,12,92,120000,0,1,3,9,1,4,1,1,0,0,0,0,0,0,2,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,3,2,0,250000,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,6,0,0,32.83
2990,149306,1,4,1,23,2,32,8,8,2,5,0,88,1,0,0,0,6,2,2,1,0,4,1,1,1,8,32,2,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,93,150000,0,1,3,11,5,14,2,1,0,0,0,0,0,0,2,92,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,1,4,80000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,6,0,0,115.96
2937,99306,1,4,1,34,1,34,8,8,2,3,2,19,2,3,0,0,5,2,2,1,0,8,1,1,1,8,34,1,0,4,1,0,7,7,0,0,0,0,7,6,1,3,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,91,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,9,2,0,43000,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,80,9,2,1,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,0,0,0,0,0,0,5,0,0,0,38.48
2940,99306,1,4,1,26,1,39,32,8,2,5,0,49,1,0,0,0,3,3,2,1,0,3,1,1,1,8,62,1,8,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,93,150000,0,1,3,10,3,4,1,1,0,0,0,0,0,0,2,93,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,1,4,56000,1,2,2,0,0,0,0,0,0,0,0,0,0,2,88,2,88,1,1,1,1,300,3,2,2,3,4,10,5,1,1,2,1,1,3,3,3,3,9,7,456,0,3,18,6,11,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,460,460,1,2,4,3,2,0,0,10,2,0,0,18,4,0,6,0,4,188.55
2942,99306,1,4,1,14,2,5,10,10,2,3,2,13,2,3,2,3,2,3,1,2,2,5,1,1,1,10,5,2,0,4,1,0,4,5,0,0,0,0,7,6,1,3,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,8,0,0,0,117000,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,5,0,0,0,19.24
